chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	330337411	74.40	0	561
BdenJEL423_SC01_region	4440149	330337411	74.40	0	561
BdenJEL423_SC02	2313122	235816391	101.95	0	1017
BdenJEL423_SC02_region	2313122	235816391	101.95	0	1017
BdenJEL423_SC03	1829408	142610451	77.95	0	853
BdenJEL423_SC03_region	1829408	142610451	77.95	0	853
BdenJEL423_SC04	1803316	134063473	74.34	0	301
BdenJEL423_SC04_region	1803316	134063473	74.34	0	301
BdenJEL423_SC05	1707251	126285050	73.97	0	993
BdenJEL423_SC05_region	1707251	126285050	73.97	0	993
BdenJEL423_SC06	1545501	118043809	76.38	0	1931
BdenJEL423_SC06_region	1545501	118043809	76.38	0	1931
BdenJEL423_SC07	1398854	106298001	75.99	0	595
BdenJEL423_SC07_region	1398854	106298001	75.99	0	595
BdenJEL423_SC08	1069847	81687923	76.35	0	1057
BdenJEL423_SC08_region	1069847	81687923	76.35	0	1057
BdenJEL423_SC09	1057463	76786331	72.61	0	359
BdenJEL423_SC09_region	1057463	76786331	72.61	0	359
BdenJEL423_SC10	1012305	73927857	73.03	0	567
BdenJEL423_SC10_region	1012305	73927857	73.03	0	567
BdenJEL423_SC11	979369	71023624	72.52	0	551
BdenJEL423_SC11_region	979369	71023624	72.52	0	551
BdenJEL423_SC12	937107	66652072	71.13	0	312
BdenJEL423_SC12_region	937107	66652072	71.13	0	312
BdenJEL423_SC13	898261	71140076	79.20	0	2023
BdenJEL423_SC13_region	898261	71140076	79.20	0	2023
BdenJEL423_SC14	857155	108135955	126.16	0	3713
BdenJEL423_SC14_region	857155	108135955	126.16	0	3713
BdenJEL423_SC15	557602	41803140	74.97	0	287
BdenJEL423_SC15_region	557602	41803140	74.97	0	287
BdenJEL423_SC16	498254	19883366	39.91	0	353
BdenJEL423_SC16_region	498254	19883366	39.91	0	353
BdenJEL423_SC17	243426	16484493	67.72	0	185
BdenJEL423_SC17_region	243426	16484493	67.72	0	185
BdenJEL423_SC18	48566	4454398	91.72	0	624
BdenJEL423_SC18_region	48566	4454398	91.72	0	624
BdenJEL423_SC19	69118	3118949	45.12	0	191
BdenJEL423_SC19_region	69118	3118949	45.12	0	191
BdenJEL423_SC20	45066	2161569	47.96	0	253
BdenJEL423_SC20_region	45066	2161569	47.96	0	253
BdenJEL423_SC21	28371	1875529	66.11	1	124
BdenJEL423_SC21_region	28371	1875529	66.11	1	124
BdenJEL423_SC22	17531	561581	32.03	0	152
BdenJEL423_SC22_region	17531	561581	32.03	0	152
BdenJEL423_SC23	15724	2302703	146.45	0	863
BdenJEL423_SC23_region	15724	2302703	146.45	0	863
BdenJEL423_SC24	15635	1148084	73.43	0	177
BdenJEL423_SC24_region	15635	1148084	73.43	0	177
BdenJEL423_SC25	13302	968114	72.78	0	305
BdenJEL423_SC25_region	13302	968114	72.78	0	305
BdenJEL423_SC26	12287	916552	74.60	0	220
BdenJEL423_SC26_region	12287	916552	74.60	0	220
BdenJEL423_SC27	11745	1585980	135.03	0	545
BdenJEL423_SC27_region	11745	1585980	135.03	0	545
BdenJEL423_SC28	11715	743436	63.46	0	162
BdenJEL423_SC28_region	11715	743436	63.46	0	162
BdenJEL423_SC29	10519	557564	53.01	0	134
BdenJEL423_SC29_region	10519	557564	53.01	0	134
BdenJEL423_SC30	9825	755843	76.93	0	233
BdenJEL423_SC30_region	9825	755843	76.93	0	233
BdenJEL423_SC31	9499	688021	72.43	0	266
BdenJEL423_SC31_region	9499	688021	72.43	0	266
BdenJEL423_SC32	9394	1055749	112.39	0	526
BdenJEL423_SC32_region	9394	1055749	112.39	0	526
BdenJEL423_SC33	8891	500536	56.30	0	98
BdenJEL423_SC33_region	8891	500536	56.30	0	98
BdenJEL423_SC34	8868	464226	52.35	0	129
BdenJEL423_SC34_region	8868	464226	52.35	0	129
BdenJEL423_SC35	14477	1513750	104.56	0	1115
BdenJEL423_SC35_region	14477	1513750	104.56	0	1115
BdenJEL423_SC36	8411	669981	79.66	0	242
BdenJEL423_SC36_region	8411	669981	79.66	0	242
BdenJEL423_SC37	8246	383632	46.52	0	132
BdenJEL423_SC37_region	8246	383632	46.52	0	132
BdenJEL423_SC38	7919	630349	79.60	0	205
BdenJEL423_SC38_region	7919	630349	79.60	0	205
BdenJEL423_SC39	7486	722702	96.54	0	398
BdenJEL423_SC39_region	7486	722702	96.54	0	398
BdenJEL423_SC40	7373	446790	60.60	1	145
BdenJEL423_SC40_region	7373	446790	60.60	1	145
BdenJEL423_SC41	7250	2372508	327.24	0	691
BdenJEL423_SC41_region	7250	2372508	327.24	0	691
BdenJEL423_SC42	7213	444800	61.67	0	177
BdenJEL423_SC42_region	7213	444800	61.67	0	177
BdenJEL423_SC43	7203	354470	49.21	0	134
BdenJEL423_SC43_region	7203	354470	49.21	0	134
BdenJEL423_SC44	7151	396236	55.41	0	234
BdenJEL423_SC44_region	7151	396236	55.41	0	234
BdenJEL423_SC45	7120	467941	65.72	0	139
BdenJEL423_SC45_region	7120	467941	65.72	0	139
BdenJEL423_SC46	7014	426495	60.81	0	151
BdenJEL423_SC46_region	7014	426495	60.81	0	151
BdenJEL423_SC47	6856	1107865	161.59	1	511
BdenJEL423_SC47_region	6856	1107865	161.59	1	511
BdenJEL423_SC48	6834	694304	101.60	0	237
BdenJEL423_SC48_region	6834	694304	101.60	0	237
BdenJEL423_SC49	6519	1329871	204.00	0	1072
BdenJEL423_SC49_region	6519	1329871	204.00	0	1072
BdenJEL423_SC50	6174	476587	77.19	0	131
BdenJEL423_SC50_region	6174	476587	77.19	0	131
BdenJEL423_SC51	6095	1541543	252.92	0	1901
BdenJEL423_SC51_region	6095	1541543	252.92	0	1901
BdenJEL423_SC52	6071	285777	47.07	1	92
BdenJEL423_SC52_region	6071	285777	47.07	1	92
BdenJEL423_SC53	6016	4259963	708.11	0	2548
BdenJEL423_SC53_region	6016	4259963	708.11	0	2548
BdenJEL423_SC54	5992	1563416	260.92	0	1241
BdenJEL423_SC54_region	5992	1563416	260.92	0	1241
BdenJEL423_SC55	5977	240841	40.29	0	100
BdenJEL423_SC55_region	5977	240841	40.29	0	100
BdenJEL423_SC56	5808	457941	78.85	0	268
BdenJEL423_SC56_region	5808	457941	78.85	0	268
BdenJEL423_SC57	5752	694929	120.82	0	486
BdenJEL423_SC57_region	5752	694929	120.82	0	486
BdenJEL423_SC58	8484	4938671	582.12	0	4069
BdenJEL423_SC58_region	8484	4938671	582.12	0	4069
BdenJEL423_SC59	5694	607140	106.63	1	277
BdenJEL423_SC59_region	5694	607140	106.63	1	277
BdenJEL423_SC60	5543	229330	41.37	1	85
BdenJEL423_SC60_region	5543	229330	41.37	1	85
BdenJEL423_SC61	5512	336790	61.10	0	231
BdenJEL423_SC61_region	5512	336790	61.10	0	231
BdenJEL423_SC62	5380	463346	86.12	1	180
BdenJEL423_SC62_region	5380	463346	86.12	1	180
BdenJEL423_SC63	5288	68815	13.01	0	98
BdenJEL423_SC63_region	5288	68815	13.01	0	98
BdenJEL423_SC64	5189	388902	74.95	0	158
