chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	479019117	107.88	0	3117
BdenJEL423_SC01_region	4440149	479019117	107.88	0	3117
BdenJEL423_SC02	2313122	351866115	152.12	0	6037
BdenJEL423_SC02_region	2313122	351866115	152.12	0	6037
BdenJEL423_SC03	1829408	264948002	144.83	0	3748
BdenJEL423_SC03_region	1829408	264948002	144.83	0	3748
BdenJEL423_SC04	1803316	194067491	107.62	0	946
BdenJEL423_SC04_region	1803316	194067491	107.62	0	946
BdenJEL423_SC05	1707251	249897291	146.37	0	3391
BdenJEL423_SC05_region	1707251	249897291	146.37	0	3391
BdenJEL423_SC06	1545501	172831221	111.83	0	5223
BdenJEL423_SC06_region	1545501	172831221	111.83	0	5223
BdenJEL423_SC07	1398854	156002372	111.52	0	3439
BdenJEL423_SC07_region	1398854	156002372	111.52	0	3439
BdenJEL423_SC08	1069847	154418217	144.34	0	4286
BdenJEL423_SC08_region	1069847	154418217	144.34	0	4286
BdenJEL423_SC09	1057463	110058550	104.08	0	768
BdenJEL423_SC09_region	1057463	110058550	104.08	0	768
BdenJEL423_SC10	1012305	148608897	146.80	0	2075
BdenJEL423_SC10_region	1012305	148608897	146.80	0	2075
BdenJEL423_SC11	979369	106330998	108.57	0	779
BdenJEL423_SC11_region	979369	106330998	108.57	0	779
BdenJEL423_SC12	937107	96057966	102.50	0	1258
BdenJEL423_SC12_region	937107	96057966	102.50	0	1258
BdenJEL423_SC13	898261	118877850	132.34	0	11255
BdenJEL423_SC13_region	898261	118877850	132.34	0	11255
BdenJEL423_SC14	857155	166626229	194.39	0	4648
BdenJEL423_SC14_region	857155	166626229	194.39	0	4648
BdenJEL423_SC15	557602	62916792	112.83	0	1265
BdenJEL423_SC15_region	557602	62916792	112.83	0	1265
BdenJEL423_SC16	498254	54305988	108.99	0	1061
BdenJEL423_SC16_region	498254	54305988	108.99	0	1061
BdenJEL423_SC17	243426	23491726	96.50	0	515
BdenJEL423_SC17_region	243426	23491726	96.50	0	515
BdenJEL423_SC18	48566	7467441	153.76	0	2325
BdenJEL423_SC18_region	48566	7467441	153.76	0	2325
BdenJEL423_SC19	69118	5521997	79.89	0	820
BdenJEL423_SC19_region	69118	5521997	79.89	0	820
BdenJEL423_SC20	45066	7127187	158.15	0	987
BdenJEL423_SC20_region	45066	7127187	158.15	0	987
BdenJEL423_SC21	28371	3062998	107.96	0	204
BdenJEL423_SC21_region	28371	3062998	107.96	0	204
BdenJEL423_SC22	17531	1284799	73.29	0	529
BdenJEL423_SC22_region	17531	1284799	73.29	0	529
BdenJEL423_SC23	15724	5010012	318.62	0	1559
BdenJEL423_SC23_region	15724	5010012	318.62	0	1559
BdenJEL423_SC24	15635	1524941	97.53	0	629
BdenJEL423_SC24_region	15635	1524941	97.53	0	629
BdenJEL423_SC25	13302	1922583	144.53	0	872
BdenJEL423_SC25_region	13302	1922583	144.53	0	872
BdenJEL423_SC26	12287	1793546	145.97	0	421
BdenJEL423_SC26_region	12287	1793546	145.97	0	421
BdenJEL423_SC27	11745	2681455	228.31	0	1219
BdenJEL423_SC27_region	11745	2681455	228.31	0	1219
BdenJEL423_SC28	11715	996577	85.07	0	265
BdenJEL423_SC28_region	11715	996577	85.07	0	265
BdenJEL423_SC29	10519	985866	93.72	0	541
BdenJEL423_SC29_region	10519	985866	93.72	0	541
BdenJEL423_SC30	9825	1250777	127.31	0	627
BdenJEL423_SC30_region	9825	1250777	127.31	0	627
BdenJEL423_SC31	9499	667996	70.32	0	530
BdenJEL423_SC31_region	9499	667996	70.32	0	530
BdenJEL423_SC32	9394	2486328	264.67	0	1870
BdenJEL423_SC32_region	9394	2486328	264.67	0	1870
BdenJEL423_SC33	8891	1025547	115.35	0	234
BdenJEL423_SC33_region	8891	1025547	115.35	0	234
BdenJEL423_SC34	8868	793794	89.51	0	378
BdenJEL423_SC34_region	8868	793794	89.51	0	378
BdenJEL423_SC35	14477	4651899	321.33	0	3785
BdenJEL423_SC35_region	14477	4651899	321.33	0	3785
BdenJEL423_SC36	8411	834543	99.22	0	386
BdenJEL423_SC36_region	8411	834543	99.22	0	386
BdenJEL423_SC37	8246	703692	85.34	0	777
BdenJEL423_SC37_region	8246	703692	85.34	0	777
BdenJEL423_SC38	7919	752853	95.07	0	333
BdenJEL423_SC38_region	7919	752853	95.07	0	333
BdenJEL423_SC39	7486	1877278	250.77	0	1766
BdenJEL423_SC39_region	7486	1877278	250.77	0	1766
BdenJEL423_SC40	7373	461941	62.65	0	280
BdenJEL423_SC40_region	7373	461941	62.65	0	280
BdenJEL423_SC41	7250	3702298	510.66	0	1331
BdenJEL423_SC41_region	7250	3702298	510.66	0	1331
BdenJEL423_SC42	7213	533208	73.92	0	212
BdenJEL423_SC42_region	7213	533208	73.92	0	212
BdenJEL423_SC43	7203	346650	48.13	0	254
BdenJEL423_SC43_region	7203	346650	48.13	0	254
BdenJEL423_SC44	7151	1134931	158.71	0	834
BdenJEL423_SC44_region	7151	1134931	158.71	0	834
BdenJEL423_SC45	7120	797475	112.00	0	528
BdenJEL423_SC45_region	7120	797475	112.00	0	528
BdenJEL423_SC46	7014	431305	61.49	0	283
BdenJEL423_SC46_region	7014	431305	61.49	0	283
BdenJEL423_SC47	6856	2704270	394.44	0	3354
BdenJEL423_SC47_region	6856	2704270	394.44	0	3354
BdenJEL423_SC48	6834	1203130	176.05	0	430
BdenJEL423_SC48_region	6834	1203130	176.05	0	430
