chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	93832698	21.13	0	254
BdenJEL423_SC01_region	4440149	93832698	21.13	0	254
BdenJEL423_SC02	2313122	73861746	31.93	0	663
BdenJEL423_SC02_region	2313122	73861746	31.93	0	663
BdenJEL423_SC03	1829408	52431524	28.66	0	345
BdenJEL423_SC03_region	1829408	52431524	28.66	0	345
BdenJEL423_SC04	1803316	37545365	20.82	0	291
BdenJEL423_SC04_region	1803316	37545365	20.82	0	291
BdenJEL423_SC05	1707251	34893142	20.44	0	1098
BdenJEL423_SC05_region	1707251	34893142	20.44	0	1098
BdenJEL423_SC06	1545501	34112467	22.07	0	662
BdenJEL423_SC06_region	1545501	34112467	22.07	0	662
BdenJEL423_SC07	1398854	27941340	19.97	0	398
BdenJEL423_SC07_region	1398854	27941340	19.97	0	398
BdenJEL423_SC08	1069847	21928353	20.50	0	895
BdenJEL423_SC08_region	1069847	21928353	20.50	0	895
BdenJEL423_SC09	1057463	22209218	21.00	0	191
BdenJEL423_SC09_region	1057463	22209218	21.00	0	191
BdenJEL423_SC10	1012305	19990162	19.75	0	159
BdenJEL423_SC10_region	1012305	19990162	19.75	0	159
BdenJEL423_SC11	979369	18522079	18.91	0	754
BdenJEL423_SC11_region	979369	18522079	18.91	0	754
BdenJEL423_SC12	937107	18235065	19.46	0	234
BdenJEL423_SC12_region	937107	18235065	19.46	0	234
BdenJEL423_SC13	898261	19505329	21.71	0	1069
BdenJEL423_SC13_region	898261	19505329	21.71	0	1069
BdenJEL423_SC14	857155	37560722	43.82	0	2819
BdenJEL423_SC14_region	857155	37560722	43.82	0	2819
BdenJEL423_SC15	557602	12496762	22.41	0	353
BdenJEL423_SC15_region	557602	12496762	22.41	0	353
BdenJEL423_SC16	498254	9492139	19.05	0	229
BdenJEL423_SC16_region	498254	9492139	19.05	0	229
BdenJEL423_SC17	243426	5768496	23.70	0	159
BdenJEL423_SC17_region	243426	5768496	23.70	0	159
BdenJEL423_SC18	48566	1383894	28.50	0	352
BdenJEL423_SC18_region	48566	1383894	28.50	0	352
BdenJEL423_SC19	69118	926383	13.40	0	167
BdenJEL423_SC19_region	69118	926383	13.40	0	167
BdenJEL423_SC20	45066	1308780	29.04	0	186
BdenJEL423_SC20_region	45066	1308780	29.04	0	186
BdenJEL423_SC21	28371	483010	17.02	0	38
BdenJEL423_SC21_region	28371	483010	17.02	0	38
BdenJEL423_SC22	17531	339572	19.37	0	80
BdenJEL423_SC22_region	17531	339572	19.37	0	80
BdenJEL423_SC23	15724	664112	42.24	0	174
BdenJEL423_SC23_region	15724	664112	42.24	0	174
BdenJEL423_SC24	15635	403823	25.83	0	74
BdenJEL423_SC24_region	15635	403823	25.83	0	74
BdenJEL423_SC25	13302	268749	20.20	0	91
BdenJEL423_SC25_region	13302	268749	20.20	0	91
BdenJEL423_SC26	12287	179003	14.57	0	64
BdenJEL423_SC26_region	12287	179003	14.57	0	64
BdenJEL423_SC27	11745	484647	41.26	0	133
BdenJEL423_SC27_region	11745	484647	41.26	0	133
BdenJEL423_SC28	11715	217250	18.54	0	43
BdenJEL423_SC28_region	11715	217250	18.54	0	43
BdenJEL423_SC29	10519	178359	16.96	0	76
BdenJEL423_SC29_region	10519	178359	16.96	0	76
BdenJEL423_SC30	9825	141088	14.36	0	66
BdenJEL423_SC30_region	9825	141088	14.36	0	66
BdenJEL423_SC31	9499	178225	18.76	0	67
BdenJEL423_SC31_region	9499	178225	18.76	0	67
BdenJEL423_SC32	9394	374370	39.85	0	175
BdenJEL423_SC32_region	9394	374370	39.85	0	175
BdenJEL423_SC33	8891	124862	14.04	0	32
BdenJEL423_SC33_region	8891	124862	14.04	0	32
BdenJEL423_SC34	8868	343711	38.76	0	88
BdenJEL423_SC34_region	8868	343711	38.76	0	88
BdenJEL423_SC35	14477	673278	46.51	0	483
BdenJEL423_SC35_region	14477	673278	46.51	0	483
BdenJEL423_SC36	8411	181442	21.57	0	84
BdenJEL423_SC36_region	8411	181442	21.57	0	84
BdenJEL423_SC37	8246	97306	11.80	0	48
BdenJEL423_SC37_region	8246	97306	11.80	0	48
BdenJEL423_SC38	7919	178746	22.57	0	66
BdenJEL423_SC38_region	7919	178746	22.57	0	66
BdenJEL423_SC39	7486	203724	27.21	0	121
BdenJEL423_SC39_region	7486	203724	27.21	0	121
BdenJEL423_SC40	7373	129749	17.60	0	52
BdenJEL423_SC40_region	7373	129749	17.60	0	52
BdenJEL423_SC41	7250	2143773	295.69	0	533
BdenJEL423_SC41_region	7250	2143773	295.69	0	533
BdenJEL423_SC42	7213	129172	17.91	0	63
BdenJEL423_SC42_region	7213	129172	17.91	0	63
BdenJEL423_SC43	7203	115086	15.98	0	43
BdenJEL423_SC43_region	7203	115086	15.98	0	43
BdenJEL423_SC44	7151	126499	17.69	0	56
BdenJEL423_SC44_region	7151	126499	17.69	0	56
BdenJEL423_SC45	7120	87471	12.29	0	35
BdenJEL423_SC45_region	7120	87471	12.29	0	35
BdenJEL423_SC46	7014	130947	18.67	0	60
BdenJEL423_SC46_region	7014	130947	18.67	0	60
BdenJEL423_SC47	6856	302458	44.12	0	130
BdenJEL423_SC47_region	6856	302458	44.12	0	130
BdenJEL423_SC48	6834	181152	26.51	0	59
BdenJEL423_SC48_region	6834	181152	26.51	0	59
BdenJEL423_SC49	6519	386961	59.36	0	313
BdenJEL423_SC49_region	6519	386961	59.36	0	313
BdenJEL423_SC50	6174	162929	26.39	0	59
BdenJEL423_SC50_region	6174	162929	26.39	0	59
BdenJEL423_SC51	6095	503814	82.66	0	541
