chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	336364161	75.76	0	537
BdenJEL423_SC01_region	4440149	336364161	75.76	0	537
BdenJEL423_SC02	2313122	191115881	82.62	0	2154
BdenJEL423_SC02_region	2313122	191115881	82.62	0	2154
BdenJEL423_SC03	1829408	148679076	81.27	0	2392
BdenJEL423_SC03_region	1829408	148679076	81.27	0	2392
BdenJEL423_SC04	1803316	134522929	74.60	0	388
BdenJEL423_SC04_region	1803316	134522929	74.60	0	388
BdenJEL423_SC05	1707251	127520493	74.69	0	1102
BdenJEL423_SC05_region	1707251	127520493	74.69	0	1102
BdenJEL423_SC06	1545501	120811417	78.17	0	1977
BdenJEL423_SC06_region	1545501	120811417	78.17	0	1977
BdenJEL423_SC07	1398854	116459812	83.25	0	974
BdenJEL423_SC07_region	1398854	116459812	83.25	0	974
BdenJEL423_SC08	1069847	85392407	79.82	0	2404
BdenJEL423_SC08_region	1069847	85392407	79.82	0	2404
BdenJEL423_SC09	1057463	78438218	74.18	0	292
BdenJEL423_SC09_region	1057463	78438218	74.18	0	292
BdenJEL423_SC10	1012305	76651582	75.72	0	615
BdenJEL423_SC10_region	1012305	76651582	75.72	0	615
BdenJEL423_SC11	979369	74833675	76.41	0	961
BdenJEL423_SC11_region	979369	74833675	76.41	0	961
BdenJEL423_SC12	937107	70033709	74.73	0	486
BdenJEL423_SC12_region	937107	70033709	74.73	0	486
BdenJEL423_SC13	898261	74870843	83.35	0	1708
BdenJEL423_SC13_region	898261	74870843	83.35	0	1708
BdenJEL423_SC14	857155	163286351	190.50	0	4038
BdenJEL423_SC14_region	857155	163286351	190.50	0	4038
BdenJEL423_SC15	557602	43199090	77.47	0	731
BdenJEL423_SC15_region	557602	43199090	77.47	0	731
BdenJEL423_SC16	498254	37946835	76.16	0	315
BdenJEL423_SC16_region	498254	37946835	76.16	0	315
BdenJEL423_SC17	243426	13149871	54.02	0	255
BdenJEL423_SC17_region	243426	13149871	54.02	0	255
BdenJEL423_SC18	48566	5121067	105.45	0	910
BdenJEL423_SC18_region	48566	5121067	105.45	0	910
BdenJEL423_SC19	69118	3169781	45.86	0	155
BdenJEL423_SC19_region	69118	3169781	45.86	0	155
BdenJEL423_SC20	45066	2267583	50.32	0	309
BdenJEL423_SC20_region	45066	2267583	50.32	0	309
BdenJEL423_SC21	28371	2151712	75.84	0	132
BdenJEL423_SC21_region	28371	2151712	75.84	0	132
BdenJEL423_SC22	17531	861479	49.14	0	123
BdenJEL423_SC22_region	17531	861479	49.14	0	123
BdenJEL423_SC23	15724	3024986	192.38	0	913
BdenJEL423_SC23_region	15724	3024986	192.38	0	913
BdenJEL423_SC24	15635	975356	62.38	0	159
BdenJEL423_SC24_region	15635	975356	62.38	0	159
BdenJEL423_SC25	13302	1251445	94.08	0	547
BdenJEL423_SC25_region	13302	1251445	94.08	0	547
BdenJEL423_SC26	12287	1047939	85.29	1	301
BdenJEL423_SC26_region	12287	1047939	85.29	1	301
BdenJEL423_SC27	11745	1607897	136.90	0	710
BdenJEL423_SC27_region	11745	1607897	136.90	0	710
BdenJEL423_SC28	11715	818800	69.89	0	157
BdenJEL423_SC28_region	11715	818800	69.89	0	157
BdenJEL423_SC29	10519	481459	45.77	0	112
BdenJEL423_SC29_region	10519	481459	45.77	0	112
BdenJEL423_SC30	9825	535150	54.47	0	121
BdenJEL423_SC30_region	9825	535150	54.47	0	121
BdenJEL423_SC31	9499	640746	67.45	0	189
BdenJEL423_SC31_region	9499	640746	67.45	0	189
BdenJEL423_SC32	9394	1261712	134.31	0	490
BdenJEL423_SC32_region	9394	1261712	134.31	0	490
BdenJEL423_SC33	8891	536003	60.29	0	113
BdenJEL423_SC33_region	8891	536003	60.29	0	113
BdenJEL423_SC34	8868	699952	78.93	0	163
BdenJEL423_SC34_region	8868	699952	78.93	0	163
BdenJEL423_SC35	14477	3485987	240.79	0	1462
BdenJEL423_SC35_region	14477	3485987	240.79	0	1462
BdenJEL423_SC36	8411	504749	60.01	0	158
BdenJEL423_SC36_region	8411	504749	60.01	0	158
BdenJEL423_SC37	8246	438339	53.16	0	172
BdenJEL423_SC37_region	8246	438339	53.16	0	172
BdenJEL423_SC38	7919	542208	68.47	0	122
BdenJEL423_SC38_region	7919	542208	68.47	0	122
BdenJEL423_SC39	7486	688113	91.92	0	309
BdenJEL423_SC39_region	7486	688113	91.92	0	309
BdenJEL423_SC40	7373	433980	58.86	0	110
BdenJEL423_SC40_region	7373	433980	58.86	0	110
BdenJEL423_SC41	7250	3119012	430.21	0	804
BdenJEL423_SC41_region	7250	3119012	430.21	0	804
BdenJEL423_SC42	7213	451419	62.58	0	165
BdenJEL423_SC42_region	7213	451419	62.58	0	165
BdenJEL423_SC43	7203	373848	51.90	0	108
BdenJEL423_SC43_region	7203	373848	51.90	0	108
BdenJEL423_SC44	7151	312709	43.73	0	137
BdenJEL423_SC44_region	7151	312709	43.73	0	137
BdenJEL423_SC45	7120	483050	67.84	0	138
BdenJEL423_SC45_region	7120	483050	67.84	0	138
BdenJEL423_SC46	7014	425634	60.68	0	144
BdenJEL423_SC46_region	7014	425634	60.68	0	144
BdenJEL423_SC47	6856	1633469	238.25	0	621
BdenJEL423_SC47_region	6856	1633469	238.25	0	621
BdenJEL423_SC48	6834	524331	76.72	0	130
BdenJEL423_SC48_region	6834	524331	76.72	0	130
BdenJEL423_SC49	6519	2321300	356.08	0	1559
BdenJEL423_SC49_region	6519	2321300	356.08	0	1559
BdenJEL423_SC50	6174	455464	73.77	0	143
BdenJEL423_SC50_region	6174	455464	73.77	0	143
BdenJEL423_SC51	6095	2449724	401.92	0	2224
BdenJEL423_SC51_region	6095	2449724	401.92	0	2224
BdenJEL423_SC52	6071	291294	47.98	4	118
BdenJEL423_SC52_region	6071	291294	47.98	4	118
BdenJEL423_SC53	6016	3927800	652.89	0	1554
BdenJEL423_SC53_region	6016	3927800	652.89	0	1554
BdenJEL423_SC54	5992	3509561	585.71	0	2101
BdenJEL423_SC54_region	5992	3509561	585.71	0	2101
BdenJEL423_SC55	5977	209058	34.98	0	87
BdenJEL423_SC55_region	5977	209058	34.98	0	87
BdenJEL423_SC56	5808	539651	92.92	0	199
BdenJEL423_SC56_region	5808	539651	92.92	0	199
BdenJEL423_SC57	5752	1459433	253.73	0	1033
BdenJEL423_SC57_region	5752	1459433	253.73	0	1033
BdenJEL423_SC58	8484	5251919	619.04	0	4838
BdenJEL423_SC58_region	8484	5251919	619.04	0	4838
BdenJEL423_SC59	5694	629160	110.50	0	249
BdenJEL423_SC59_region	5694	629160	110.50	0	249
BdenJEL423_SC60	5543	85784	15.48	0	82
BdenJEL423_SC60_region	5543	85784	15.48	0	82
BdenJEL423_SC61	5512	236279	42.87	0	187
BdenJEL423_SC61_region	5512	236279	42.87	0	187
BdenJEL423_SC62	5380	267741	49.77	0	139
BdenJEL423_SC62_region	5380	267741	49.77	0	139
BdenJEL423_SC63	5288	244612	46.26	0	144
BdenJEL423_SC63_region	5288	244612	46.26	0	144
BdenJEL423_SC64	5189	418073	80.57	1	197
BdenJEL423_SC64_region	5189	418073	80.57	1	197
BdenJEL423_SC65	5077	2655474	523.04	1	1363
BdenJEL423_SC65_region	5077	2655474	523.04	1	1363
BdenJEL423_SC66	4922	255077	51.82	0	180
BdenJEL423_SC66_region	4922	255077	51.82	0	180
BdenJEL423_SC67	4755	49169	10.34	0	43
BdenJEL423_SC67_region	4755	49169	10.34	0	43
BdenJEL423_SC68	4529	5460208	1205.61	11	2471
BdenJEL423_SC68_region	4529	5460208	1205.61	11	2471
BdenJEL423_SC69	2608	2325674	891.75	0	2120
BdenJEL423_SC69_region	2608	2325674	891.75	0	2120
BdenJEL423_mito	175284	100584417	573.84	0	984
BdenJEL423_mito_region	175284	100584417	573.84	0	984
total	23897668	2066773137	86.48	0	4838
total_region	23897668	2066773137	86.48	0	4838
