chrom	length	bases	mean	min	max
BdenJEL423_SC01	4440149	405635998	91.36	0	471
BdenJEL423_SC01_region	4440149	405635998	91.36	0	471
BdenJEL423_SC02	2313122	260950291	112.81	0	2860
BdenJEL423_SC02_region	2313122	260950291	112.81	0	2860
BdenJEL423_SC03	1829408	201435450	110.11	0	6047
BdenJEL423_SC03_region	1829408	201435450	110.11	0	6047
BdenJEL423_SC04	1803316	165020122	91.51	0	389
BdenJEL423_SC04_region	1803316	165020122	91.51	0	389
BdenJEL423_SC05	1707251	152641190	89.41	0	1757
BdenJEL423_SC05_region	1707251	152641190	89.41	0	1757
BdenJEL423_SC06	1545501	142120855	91.96	0	2201
BdenJEL423_SC06_region	1545501	142120855	91.96	0	2201
BdenJEL423_SC07	1398854	137547205	98.33	0	968
BdenJEL423_SC07_region	1398854	137547205	98.33	0	968
BdenJEL423_SC08	1069847	104086101	97.29	0	2921
BdenJEL423_SC08_region	1069847	104086101	97.29	0	2921
BdenJEL423_SC09	1057463	90797841	85.86	0	452
BdenJEL423_SC09_region	1057463	90797841	85.86	0	452
BdenJEL423_SC10	1012305	92166452	91.05	0	2446
BdenJEL423_SC10_region	1012305	92166452	91.05	0	2446
BdenJEL423_SC11	979369	88128958	89.99	0	638
BdenJEL423_SC11_region	979369	88128958	89.99	0	638
BdenJEL423_SC12	937107	82702341	88.25	0	417
BdenJEL423_SC12_region	937107	82702341	88.25	0	417
BdenJEL423_SC13	898261	89846321	100.02	0	1886
BdenJEL423_SC13_region	898261	89846321	100.02	0	1886
BdenJEL423_SC14	857155	186535311	217.62	0	5385
BdenJEL423_SC14_region	857155	186535311	217.62	0	5385
BdenJEL423_SC15	557602	57786128	103.63	0	2057
BdenJEL423_SC15_region	557602	57786128	103.63	0	2057
BdenJEL423_SC16	498254	46202008	92.73	0	490
BdenJEL423_SC16_region	498254	46202008	92.73	0	490
BdenJEL423_SC17	243426	22365345	91.88	0	230
BdenJEL423_SC17_region	243426	22365345	91.88	0	230
BdenJEL423_SC18	48566	7367990	151.71	0	2066
BdenJEL423_SC18_region	48566	7367990	151.71	0	2066
BdenJEL423_SC19	69118	3622742	52.41	0	178
BdenJEL423_SC19_region	69118	3622742	52.41	0	178
BdenJEL423_SC20	45066	4460023	98.97	0	469
BdenJEL423_SC20_region	45066	4460023	98.97	0	469
BdenJEL423_SC21	28371	2548762	89.84	0	132
BdenJEL423_SC21_region	28371	2548762	89.84	0	132
BdenJEL423_SC22	17531	1253890	71.52	1	206
BdenJEL423_SC22_region	17531	1253890	71.52	1	206
BdenJEL423_SC23	15724	4779558	303.97	0	2607
BdenJEL423_SC23_region	15724	4779558	303.97	0	2607
BdenJEL423_SC24	15635	1305890	83.52	0	179
BdenJEL423_SC24_region	15635	1305890	83.52	0	179
BdenJEL423_SC25	13302	1468394	110.39	0	486
BdenJEL423_SC25_region	13302	1468394	110.39	0	486
BdenJEL423_SC26	12287	1328339	108.11	2	354
BdenJEL423_SC26_region	12287	1328339	108.11	2	354
BdenJEL423_SC27	11745	2561487	218.09	0	1487
BdenJEL423_SC27_region	11745	2561487	218.09	0	1487
BdenJEL423_SC28	11715	905697	77.31	0	178
BdenJEL423_SC28_region	11715	905697	77.31	0	178
BdenJEL423_SC29	10519	674355	64.11	0	181
BdenJEL423_SC29_region	10519	674355	64.11	0	181
